X[m],Y[m],Z[m]
1.3006160259246826,6.2238645553588867,2.5835773944854736
1.3006160259246826,6.2628045082092285,2.5835773944854736
1.3040364980697632,6.2460012435913086,2.5467474460601807
1.3052418231964111,6.2504057884216309,2.6263430118560791
1.3132755756378174,6.2132716178894043,2.513552188873291
1.3148878812789917,6.2677626609802246,2.5093815326690674
1.316490650177002,6.2241659164428711,2.6616661548614502
1.3309776782989502,6.2419605255126953,2.4776396751403809
1.3352843523025513,6.2464938163757324,2.6961181163787842
1.3538386821746826,6.2134389877319336,2.4477231502532959
1.3540737628936768,6.2664346694946289,2.4474694728851318
1.3571414947509766,6.2133817672729492,2.7229154109954834
1.3573242425918579,6.2644491195678711,2.7231032848358154
1.3814296722412109,6.2380461692810059,2.4229705333709717
1.3889572620391846,6.2423720359802246,2.7495059967041016
1.4141539335250854,6.2537755966186523,2.4032323360443115
1.4308575391769409,6.2547521591186523,2.77101731300354
1.4522591829299927,6.2601466178894043,2.3895113468170166
1.4655287265777588,6.2179527282714844,2.7804756164550781
1.4700157642364502,6.2649402618408203,2.7812225818634033
1.4859819412231445,6.2702021598815918,2.3841135501861572
1.4892455339431763,6.2243471145629883,2.3839008808135986
1.5047755241394043,6.2340011596679688,2.783534049987793
1.5221788883209229,6.2631182670593262,2.3847432136535645
1.5390886068344116,6.2193307876586914,2.387312650680542
1.5409563779830933,6.2536258697509766,2.7794668674468994
1.5628300905227661,6.2623291015625,2.3935000896453857
1.5759061574935913,6.2250590324401855,2.768864631652832
1.5864067077636719,6.2176752090454102,2.4029121398925781
1.6116145849227905,6.256843090057373,2.7499485015869141
1.6223313808441162,6.2441196441650391,2.4248783588409424
1.6415055990219116,6.2116961479187012,2.7255284786224365
1.6475183963775635,6.2152318954467773,2.4478580951690674
1.6475696563720703,6.2678356170654297,2.447913646697998
1.6493582725524902,6.2641286849975586,2.7172777652740479
1.6638916730880737,6.2230682373046875,2.6990809440612793
1.6689399480819702,6.2417221069335938,2.4755632877349854
1.6768524646759033,6.2534637451171875,2.6781327724456787
1.6851806640625,6.2674651145935059,2.5065324306488037
1.6866554021835327,6.2149229049682617,2.5101649761199951
1.694692850112915,6.2425723075866699,2.6318907737731934
1.6968573331832886,6.2416224479675293,2.5449850559234619
1.7006161212921143,6.2149233818054199,2.5835773944854736
1.7006161212921143,6.2583341598510742,2.5835773944854736
