X[m],Y[m],Z[m]
-18.162097930908203,12.071869850158691,-4.8368525505065918
-18.160720825195312,12.071869850158691,-4.7644152641296387
-18.134944915771484,12.071869850158691,-4.8749876022338867
-18.132331848144531,12.071869850158691,-4.7284202575683594
-18.095365524291992,12.071869850158691,-4.7006716728210449
-18.095357894897461,12.071869850158691,-4.9050140380859375
-18.02625846862793,12.071869850158691,-4.6992425918579102
-18.026254653930664,12.071869850158691,-4.9064431190490723
-17.986413955688477,12.071869850158691,-4.7263960838317871
-17.983697891235352,12.071869850158691,-4.8771209716796875
-17.956333160400391,12.071869850158691,-4.7644119262695312
-17.954923629760742,12.071869850158691,-4.8368144035339355
