X[m],Y[m],Z[m], Total Surface Corrosion Rate [ kg s^-1 m^-2 ],Corrosion_Rate
-18.0286198,12.6049995,-4.57648659,0.0000000011,0.0043992596
-18.0286198,12.6049995,-4.49365044,0.00000000105,0.0042212188
-17.9647236,12.6049995,-4.49365044,0.00000000104,0.00419346
-17.9647236,12.6049995,-4.57648659,0.00000000104,0.0041976922
-17.9647236,12.2416391,-8.02706337,0.0000000019,0.0076147921
-17.9647236,12.2416391,-7.96315193,0.0000000019,0.0076141106
-18.0286198,12.2416391,-7.96315193,0.0000000019,0.0076149553
-18.0286198,12.2416391,-8.02706337,0.0000000019,0.0076155619
-17.4535313,12.6049995,-10.0718555,0.0000000019,0.0076204243
-17.4535313,12.6049995,-10.0079441,0.0000000019,0.007620402
-17.3896351,12.6049995,-10.0079441,0.0000000019,0.0076204502
-17.3896351,12.6049995,-10.0718555,0.0000000019,0.0076204662
-20.1725159,12.2416391,-7.13246346,0.00000000189,0.0075805465
-20.1725159,12.2416391,-7.19637537,0.00000000189,0.007584021
-20.1373196,12.2539244,-7.19637537,0.00000000189,0.0075768295
-20.1373196,12.2539244,-7.13246346,0.00000000189,0.0075729572
-20.0095158,12.6049995,-8.6021595,0.00000000189,0.0076057292
-20.0095158,12.6049995,-8.53824806,0.00000000189,0.0076048978
-19.9456196,12.6049995,-8.53824806,0.00000000189,0.0076020977
-19.9456196,12.6049995,-8.6021595,0.00000000189,0.0076030754
-17.389719,12.2520218,-9.30507851,0.0000000019,0.0076197205
-17.389719,12.2520218,-9.24116707,0.0000000019,0.0076196268
-17.4537582,12.2639217,-9.24116707,0.0000000019,0.0076194966
-17.4537582,12.2639217,-9.30507851,0.0000000019,0.007619642
-18.6035748,12.2643738,-8.98557568,0.0000000019,0.0076190211
-18.6035748,12.2643738,-9.04948616,0.0000000019,0.0076192477
-18.5442352,12.271101,-9.04948616,0.0000000019,0.0076191817
-18.5442352,12.271101,-8.98557568,0.0000000019,0.0076189364
-19.0510273,12.2416391,-10.346241,0.0000000019,0.0076207204
-19.0510273,12.3274698,-10.346241,0.0000000019,0.0076206838
-18.9871311,12.3274698,-10.346241,0.0000000019,0.007620674
-18.9871311,12.2416391,-10.346241,0.0000000019,0.0076206981
-19.6232357,12.5761013,-9.24116707,0.00000000189,0.0076074124
-19.6232357,12.5761013,-9.17725563,0.00000000189,0.007602426
-19.5562363,12.5761013,-9.17725563,0.0000000019,0.0076128947
-19.5562363,12.5761013,-9.24116707,0.0000000019,0.0076156876
-17.6438637,12.5888662,-9.43284798,0.0000000019,0.0076192299
