X,Y,Z
-19.5719643,12.7747688,-10.0030622
-19.5705547,12.7747688,-10.0755043
-19.5432549,12.7747688,-9.96283722
-19.5404148,12.7747688,-10.1135435
-19.5006428,12.7747688,-10.140645
-19.5006256,12.7747688,-9.93344784
-19.43153,12.7747688,-10.1392298
-19.4315166,12.7747688,-9.9348774
-19.3946609,12.7747688,-10.1115742
-19.3919258,12.7747688,-9.96491814
-19.3661633,12.7747688,-10.075469
-19.3647861,12.7747688,-10.0030584
