X,Y,Z
-7.91003227,-0.0599711575,0.220743418
-7.94896603,-0.0926619172,0.247551605
-7.90922022,-0.0597442761,0.276595891
-7.82601643,-0.390155166,-0.016063571
-7.80392647,-0.38961947,-0.0700479001
-7.76778746,-0.382262886,-0.0356884375
-7.95743132,-0.321586221,0.174246952
-7.94666004,-0.335095435,0.119878538
-7.91432047,-0.361085951,0.161137074
-7.72800493,-0.364126772,-0.0596671291
-7.72719526,-0.363900512,-0.00396771682
-7.85875368,-0.386462003,-0.070934236
-7.90914106,-0.365000516,0.106469825
-7.93213463,-0.34936142,0.0731962696
-7.9071579,-0.366857678,0.0496490151
-7.75848866,-0.379016727,-0.0803548172
-7.77623415,-0.384689867,-0.118119977
-7.886446,-0.377604544,-0.0229451563
-7.8604722,-0.385364741,0.025851896
-7.7699275,-0.382937521,0.0797923431
-7.76919365,-0.382732987,0.135525674
-7.81720352,-0.38973251,0.108166903
-7.72881699,-0.364353776,-0.115548387
-7.81688356,-0.389945626,0.0525958389
-7.77068472,-0.383148611,0.0240845438
-7.95584011,-0.0975790098,0.0117950551
-7.97285461,-0.122256227,0.0505603515
-7.93979502,-0.0813005343,0.0527757704
-7.81739902,-0.389511138,0.163940966
-7.76847744,-0.382533491,0.191292629
-7.76686668,-0.382083416,0.30289343
-7.81517267,-0.389055192,0.275585711
-7.76774216,-0.38232854,0.247092828
-7.97884083,-0.132246435,0.00649776636
-7.81469679,-0.38926965,0.219829276
-7.96784878,-0.305385232,0.228504241
-7.98670578,-0.266734034,0.176124781
-3.31278634,4.1672411,11.4780254
-3.28730249,4.11869621,11.4449167
-3.26052189,4.13686419,11.5000439
-7.905159,-0.0586093552,0.555985272
-7.90434694,-0.058382418,0.611851931
-7.8548317,-0.0375130102,0.587993681
-3.35064554,4.20863485,11.4471054
-3.3328495,4.15386152,11.4187689
-7.76859426,-0.382554352,0.410605192
-7.80474281,-0.38833487,0.386605203
-7.76518488,-0.381605268,0.358561486
-3.33660984,4.34491634,11.272893
-3.35141921,4.35673666,11.3343582
-3.31447887,4.39717197,11.302742
-7.81813908,-0.388778508,0.338746548
-7.9116559,-0.0604248755,0.109049924
-7.91246748,-0.0606517158,0.0532069169
-7.85197449,-0.0366479792,1.06047368
-7.89783764,-0.0565634109,1.0596453
-7.86447573,-0.0406366214,1.10002923
-7.86675406,-0.381913811,0.252296805
-7.86149168,-0.382929027,0.308839381
-7.90719938,-0.363822699,0.290062934
-7.91327953,-0.0608785525,-0.00263387454
-7.8923378,-0.371297866,0.333210707
-7.8637867,-0.384129643,0.0800561458
-7.92206192,-0.354844391,0.225868836
-3.25733781,4.42974663,11.2787075
-3.29226494,4.38063145,11.2449188
-7.7165947,-0.360938191,0.725283802
-7.71741962,-0.361168712,0.668532968
-7.6714673,-0.32086435,0.691873252
-7.66039658,-0.3134332,1.16019106
-7.71011353,-0.359127074,1.17113328
-7.67833328,-0.333654284,1.11512756
-7.86505985,-0.383349538,0.135603338
-7.83045673,-0.0322184004,1.01689506
-7.89865017,-0.0567904301,1.00375867
-7.84884596,-0.0357729197,1.35044539
-7.86215401,-0.0400474519,1.30892766
-7.89377499,-0.0554281287,1.33912385
-7.89458752,-0.0556552447,1.28321362
-7.84969425,-0.0360094272,1.26538992
-7.86550426,-0.382774949,0.191437826
-7.85534048,-0.0375927947,0.965014338
-7.71824694,-0.361399978,0.611600161
-7.71907473,-0.361631274,0.554661155
-7.67224264,-0.320393711,0.589992106
-7.86379051,-0.381962866,0.350108355
-7.71173191,-0.359579325,1.05980325
-7.66160393,-0.313609928,1.06687307
-7.67663145,-0.330922753,1.02354228
-7.71496868,-0.360483795,0.837142944
-7.66880131,-0.320089847,0.873194396
-7.71415949,-0.360257685,0.892808199
-7.7125411,-0.359805435,1.00413823
-7.66814852,-0.320664734,0.972458184
-3.37066269,4.25714159,11.4109631
-3.36291146,4.19876099,11.384944
-7.84779596,-0.037674401,-0.457940161
-7.82303429,-0.0366895758,-0.50657016
-7.87352943,-0.0426809937,-0.50581181
-7.89296246,-0.0552010983,1.3950125
-7.82170296,-0.0302391071,1.39957929
-7.90597105,-0.058836285,0.500121295
-7.86992884,-0.0419660509,0.538473308
-7.79333448,-0.0396352001,-0.460313559
