X [ m ],Y [ m ],Z [ m ],Corrosion Rate Mm Year,Total Pressure [ Pa ],Total Surface Corrosion Rate [ kg s^-1 m^-2 ],Total Temperature [ K ],Wall Shear [ Pa ],DENSITY,API,Sulphur,VR%,Cp,Viscosity,Molecular Weight,Thermal Conductivity,case,api_sulphur_ratio,flow_resistance,log_Viscosity,actual_CR,predicted_CR,error,absolute_error,pct_error
-7.90922022,-0.0597442761,0.276595891,0.0126893921,5.24486113,3.16832427e-09,382.003815,0.180034921,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893921,0.012106459,0.0005829334435101512,0.0005829334435101512,4.593864220368859
-7.91003227,-0.0599711575,0.220743418,0.0126893902,5.83847618,3.16832427e-09,382.003998,0.191970184,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893902,0.012106459,0.0005829315435101502,0.0005829315435101502,4.593849935075775
-7.94896603,-0.0926619172,0.247551605,0.0126893939,6.51100016,3.16832471e-09,382.004242,0.204531476,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893939,0.012106459,0.000582935243510151,0.000582935243510151,4.593877753800457
-7.76778746,-0.382262886,-0.0356884375,0.0126893995,15.4161568,3.16832627e-09,382.006226,0.269814372,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012098014,0.0005913851452941897,0.0005913851452941897,4.660465968051404
-7.82601643,-0.390155166,-0.016063571,0.0126894014,14.4590998,3.16832627e-09,382.00592,0.2473014,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126894014,0.012106459,0.0005829427435101505,0.0005829427435101505,4.593934143057458
-7.80392647,-0.38961947,-0.0700479001,0.0126894014,14.9667397,3.16832627e-09,382.005859,0.247675955,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126894014,0.012106459,0.0005829427435101505,0.0005829427435101505,4.593934143057458
-7.91432047,-0.361085951,0.161137074,0.0126893995,11.8367844,3.16832605e-09,382.005035,0.237807155,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.95743132,-0.321586221,0.174246952,0.0126893977,10.7494049,3.16832538e-09,382.004791,0.25442481,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893977,0.012106459,0.0005829390435101514,0.0005829390435101514,4.5939063243656735
-7.94666004,-0.335095435,0.119878538,0.0126893977,11.3725471,3.16832605e-09,382.004974,0.268222094,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893977,0.012098014,0.00059138334529419,0.00059138334529419,4.660452444071363
-7.72719526,-0.363900512,-0.00396771682,0.0126893995,15.3915377,3.16832627e-09,382.00647,0.277208,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012094151,0.0005952482713336947,0.0005952482713336947,4.690909694243494
-7.72800493,-0.364126772,-0.0596671291,0.0126894014,16.2702923,3.16832627e-09,382.006592,0.265456647,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126894014,0.012103296,0.0005861055149735447,0.0005861055149735447,4.618858655754685
-7.85875368,-0.386462003,-0.070934236,0.0126893995,15.641736,3.16832627e-09,382.006317,0.269788295,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012098014,0.0005913851452941897,0.0005913851452941897,4.660465968051404
-7.9071579,-0.366857678,0.0496490151,0.0126893977,12.9977131,3.16832605e-09,382.005432,0.227348641,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893977,0.012106459,0.0005829390435101514,0.0005829390435101514,4.5939063243656735
-7.90914106,-0.365000516,0.106469825,0.0126893995,12.6326103,3.16832605e-09,382.005219,0.230264246,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.93213463,-0.34936142,0.0731962696,0.0126893995,12.2244616,3.16832605e-09,382.005188,0.235482574,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.75848866,-0.379016727,-0.0803548172,0.0126894014,16.4754715,3.16832605e-09,382.0065,0.275431097,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126894014,0.012096011,0.0005933903201521869,0.0005933903201521869,4.676267235942463
-7.77623415,-0.384689867,-0.118119977,0.0126894005,14.7172766,3.16832605e-09,382.005951,0.259760201,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126894005,0.012106459,0.0005829418435101506,0.0005829418435101506,4.5939273763501385
-7.886446,-0.377604544,-0.0229451563,0.0126893995,14.070199,3.16832605e-09,382.005859,0.263240159,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012103296,0.0005861036149735453,0.0005861036149735453,4.6188443742145315
-7.8604722,-0.385364741,0.025851896,0.0126893995,13.6155643,3.16832649e-09,382.005615,0.233830646,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.81720352,-0.38973251,0.108166903,0.0126893995,12.5127983,3.16832605e-09,382.005127,0.249743,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.7699275,-0.382937521,0.0797923431,0.0126893995,13.43118,3.16832605e-09,382.005524,0.240441293,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.76919365,-0.382732987,0.135525674,0.0126893995,13.50319,3.16832605e-09,382.005737,0.250276327,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.72881699,-0.364353776,-0.115548387,0.0126894014,16.1215439,3.16832627e-09,382.006561,0.264079869,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126894014,0.012103296,0.0005861055149735447,0.0005861055149735447,4.618858655754685
