X [ m ],Y [ m ],Z [ m ],Corrosion Rate Mm Year,Total Pressure [ Pa ],Total Surface Corrosion Rate [ kg s^-1 m^-2 ],Total Temperature [ K ],Wall Shear [ Pa ],DENSITY,API,Sulphur,VR%,Cp,Viscosity,Molecular Weight,Thermal Conductivity,case,api_sulphur_ratio,flow_resistance,log_Viscosity,actual_CR,predicted_CR,error,absolute_error,pct_error
-7.77068472,-0.383148611,0.0240845438,0.0126893995,13.6127825,3.16832605e-09,382.005615,0.270155787,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012098014,0.0005913851452941897,0.0005913851452941897,4.660465968051404
-7.81688356,-0.389945626,0.0525958389,0.0126894014,12.8670502,3.16832605e-09,382.005249,0.245071232,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126894014,0.012106459,0.0005829427435101505,0.0005829427435101505,4.593934143057458
-7.93979502,-0.0813005343,0.0527757704,0.0126893939,6.39142847,3.16832449e-09,382.003998,0.19036521,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893939,0.012106459,0.000582935243510151,0.000582935243510151,4.593877753800457
-7.95584011,-0.0975790098,0.0117950551,0.0126893939,6.11761951,3.16832471e-09,382.003754,0.194092169,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893939,0.012106459,0.000582935243510151,0.000582935243510151,4.593877753800457
-7.97285461,-0.122256227,0.0505603515,0.0126893939,7.31398821,3.16832449e-09,382.004181,0.207701817,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893939,0.012106459,0.000582935243510151,0.000582935243510151,4.593877753800457
-7.76847744,-0.382533491,0.191292629,0.0126893995,14.0258284,3.16832605e-09,382.006012,0.24215059,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.81739902,-0.389511138,0.163940966,0.0126893995,12.1847572,3.16832605e-09,382.005096,0.248148337,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.76774216,-0.38232854,0.247092828,0.0126893995,12.8638992,3.16832605e-09,382.005615,0.238879427,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.76686668,-0.382083416,0.30289343,0.0126893995,12.459178,3.16832605e-09,382.005463,0.252517462,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.81517267,-0.389055192,0.275585711,0.0126893995,11.8451777,3.16832605e-09,382.005096,0.245503649,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.97884083,-0.132246435,0.00649776636,0.0126893949,6.5498476,3.16832494e-09,382.003906,0.197303981,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893949,0.012106459,0.0005829362435101505,0.0005829362435101505,4.593885272371905
-7.81469679,-0.38926965,0.219829276,0.0126893995,12.3348379,3.16832605e-09,382.005341,0.230536237,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.98670578,-0.266734034,0.176124781,0.0126893967,10.8423643,3.16832538e-09,382.005127,0.258835644,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893967,0.012106459,0.0005829380435101502,0.0005829380435101502,4.59389880579753
-7.96784878,-0.305385232,0.228504241,0.0126893967,10.7612066,3.16832538e-09,382.005035,0.235495836,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893967,0.012106459,0.0005829380435101502,0.0005829380435101502,4.59389880579753
-3.26052189,4.13686419,11.5000439,0.0126893679,-132.091217,3.16831872e-09,382.014313,0.413996667,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893679,0.01146878,0.0012205876729945182,0.0012205876729945182,9.618979310217087
-3.31278634,4.1672411,11.4780254,0.0126893679,-132.710342,3.16831872e-09,382.012054,0.371745795,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893679,0.0116531225,0.0010362454078654288,0.0010362454078654288,8.16624922494182
-3.28730249,4.11869621,11.4449167,0.0126893679,-130.040192,3.16831872e-09,382.012238,0.381580591,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893679,0.0116531225,0.0010362454078654288,0.0010362454078654288,8.16624922494182
-7.8548317,-0.0375130102,0.587993681,0.0126893902,3.44116545,3.16832383e-09,382.003479,0.178285792,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893902,0.012106459,0.0005829315435101502,0.0005829315435101502,4.593849935075775
-7.905159,-0.0586093552,0.555985272,0.0126893921,5.44434595,3.16832427e-09,382.004242,0.190698743,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893921,0.012106459,0.0005829334435101512,0.0005829334435101512,4.593864220368859
-7.90434694,-0.058382418,0.611851931,0.0126893902,5.29082012,3.16832427e-09,382.004181,0.192038894,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893902,0.012106459,0.0005829315435101502,0.0005829315435101502,4.593849935075775
-3.3328495,4.15386152,11.4187689,0.0126893679,-131.42012,3.16831827e-09,382.010345,0.342842996,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893679,0.0116531225,0.0010362454078654288,0.0010362454078654288,8.16624922494182
-3.35064554,4.20863485,11.4471054,0.0126893669,-135.041763,3.16831827e-09,382.008881,0.316001922,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893669,0.011886948,0.0008024191117018704,0.0008024191117018704,6.323555130545046
-7.76518488,-0.381605268,0.358561486,0.0126893995,12.3047972,3.16832605e-09,382.005493,0.240857154,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.76859426,-0.382554352,0.410605192,0.0126893995,12.3713083,3.16832582e-09,382.005493,0.247678533,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.80474281,-0.38833487,0.386605203,0.0126893986,12.3520937,3.16832605e-09,382.005402,0.241350204,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893986,0.012106459,0.0005829399435101513,0.0005829399435101513,4.593913091075979
-3.31447887,4.39717197,11.302742,0.0126893641,-138.610825,3.16831739e-09,382.003571,0.185161486,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893641,0.01210671,0.0005826539864150042,0.0005826539864150042,4.591672063134255
-3.33660984,4.34491634,11.272893,0.012689366,-137.798477,3.16831739e-09,382.004395,0.197924808,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.012689366,0.01210671,0.0005826558864150053,0.0005826558864150053,4.591686348782818
-3.35141921,4.35673666,11.3343582,0.0126893641,-137.377258,3.16831739e-09,382.004517,0.204247817,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893641,0.01210671,0.0005826539864150042,0.0005826539864150042,4.591672063134255
-7.81813908,-0.388778508,0.338746548,0.0126893977,11.8292675,3.16832605e-09,382.005096,0.234205663,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893977,0.012106459,0.0005829390435101514,0.0005829390435101514,4.5939063243656735
-7.9116559,-0.0604248755,0.109049924,0.0126893902,6.30346632,3.16832427e-09,382.00415,0.204676181,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893902,0.012106459,0.0005829315435101502,0.0005829315435101502,4.593849935075775
-7.91246748,-0.0606517158,0.0532069169,0.0126893912,6.6411438,3.16832427e-09,382.004181,0.188593835,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893912,0.012106459,0.0005829325435101514,0.0005829325435101514,4.59385745365162
-7.86447573,-0.0406366214,1.10002923,0.0126893874,2.81500769,3.1683236e-09,382.003662,0.180750743,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893874,0.012106459,0.0005829287435101509,0.0005829287435101509,4.593828883057133
-7.85197449,-0.0366479792,1.06047368,0.0126893893,2.2347281,3.16832316e-09,382.00354,0.173042223,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893893,0.012106459,0.0005829306435101503,0.0005829306435101503,4.593843168356509
-7.89783764,-0.0565634109,1.0596453,0.0126893893,3.17767715,3.16832383e-09,382.003754,0.184861228,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893893,0.012106459,0.0005829306435101503,0.0005829306435101503,4.593843168356509
-7.90719938,-0.363822699,0.290062934,0.0126893977,12.5421038,3.16832582e-09,382.005524,0.237625554,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893977,0.012106459,0.0005829390435101514,0.0005829390435101514,4.5939063243656735
-7.86675406,-0.381913811,0.252296805,0.0126893995,12.1242523,3.16832605e-09,382.005249,0.232725263,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.86149168,-0.382929027,0.308839381,0.0126893977,11.8793497,3.16832605e-09,382.005035,0.228223696,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893977,0.012106459,0.0005829390435101514,0.0005829390435101514,4.5939063243656735
-7.91327953,-0.0608785525,-0.00263387454,0.0126893902,5.34736872,3.16832383e-09,382.003693,0.195395395,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893902,0.012106459,0.0005829315435101502,0.0005829315435101502,4.593849935075775
-7.8923378,-0.371297866,0.333210707,0.0126893986,12.4255981,3.1683256e-09,382.005402,0.235362232,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893986,0.012106459,0.0005829399435101513,0.0005829399435101513,4.593913091075979
-7.8637867,-0.384129643,0.0800561458,0.0126893995,13.1119547,3.16832605e-09,382.005371,0.237658694,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.92206192,-0.354844391,0.225868836,0.0126893977,11.5136318,3.16832582e-09,382.005127,0.23872979,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893977,0.012106459,0.0005829390435101514,0.0005829390435101514,4.5939063243656735
-3.25733781,4.42974663,11.2787075,0.0126893641,-138.638306,3.16831716e-09,382.003326,0.170458242,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893641,0.01210671,0.0005826539864150042,0.0005826539864150042,4.591672063134255
-3.29226494,4.38063145,11.2449188,0.0126893641,-137.819901,3.16831739e-09,382.004059,0.188486099,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893641,0.01210671,0.0005826539864150042,0.0005826539864150042,4.591672063134255
-7.6714673,-0.32086435,0.691873252,0.0126893967,10.3011427,3.1683256e-09,382.005188,0.238077447,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893967,0.012106459,0.0005829380435101502,0.0005829380435101502,4.59389880579753
-7.7165947,-0.360938191,0.725283802,0.0126893967,10.2409163,3.16832582e-09,382.004913,0.215118647,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893967,0.012106459,0.0005829380435101502,0.0005829380435101502,4.59389880579753
-7.71741962,-0.361168712,0.668532968,0.0126893967,10.4798889,3.1683256e-09,382.004883,0.21622248,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893967,0.012106459,0.0005829380435101502,0.0005829380435101502,4.59389880579753
-7.67833328,-0.333654284,1.11512756,0.0126893939,7.3276782,3.16832449e-09,382.004303,0.196799263,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893939,0.012106459,0.000582935243510151,0.000582935243510151,4.593877753800457
-7.66039658,-0.3134332,1.16019106,0.0126893939,7.04323196,3.16832449e-09,382.004395,0.205175027,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893939,0.012106459,0.000582935243510151,0.000582935243510151,4.593877753800457
-7.71011353,-0.359127074,1.17113328,0.0126893949,7.75101709,3.16832471e-09,382.004456,0.203638941,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893949,0.012106459,0.0005829362435101505,0.0005829362435101505,4.593885272371905
-7.86505985,-0.383349538,0.135603338,0.0126893995,12.6473036,3.16832605e-09,382.005127,0.238715082,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893995,0.012106459,0.0005829408435101512,0.0005829408435101512,4.593919857785327
-7.83045673,-0.0322184004,1.01689506,0.0126893865,1.66581488,3.16832316e-09,382.003265,0.157570928,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893865,0.012106459,0.0005829278435101511,0.0005829278435101511,4.5938221163348825
-7.89865017,-0.0567904301,1.00375867,0.0126893893,3.31505227,3.16832383e-09,382.003967,0.193716437,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893893,0.012106459,0.0005829306435101503,0.0005829306435101503,4.593843168356509
-7.89377499,-0.0554281287,1.33912385,0.0126893884,3.40198207,3.16832316e-09,382.003815,0.189925596,835.5039962,37.86,1.0833,10.8,817.5265109,0.00065,140.5654154,0.2663613779,I126to113P_4.2.xlsx,34.948767331775436,0.54307759753,0.0006497888414970632,0.0126893884,0.012106459,0.0005829297435101504,0.0005829297435101504,4.593836401636285
