X,Y,Z
-0.357773483,-22.0447483,2.72564173
-0.530650735,-22.0456905,2.725389
-0.448150218,-22.2239895,2.73619533
-0.476649076,-22.4602757,2.7403791
-0.41967079,-22.6497421,2.74530387
-0.310253382,-22.4918537,2.72657275
-0.918571174,-23.4271965,2.48826623
-0.965225041,-23.575182,2.38903856
-0.875279129,-23.5711269,2.55371881
-0.748055995,-22.9613152,2.65962791
-0.876143277,-22.9670982,2.5424726
-0.81384021,-23.1167355,2.61144114
-0.61542958,-22.198225,2.70827055
-0.695310712,-22.0463619,2.67222142
0.0633339733,-23.1133957,2.44244456
0.0991331711,-23.2543087,2.35384226
0.111088276,-23.1209831,2.29707599
2.32549548,-11.6680222,6.64440489
2.32691503,-11.4464779,6.63973236
2.32667661,-11.5062313,6.51447725
0.073833257,-22.5009041,2.39982605
0.11736393,-22.4965248,2.18390965
0.101733856,-22.3730545,2.30969906
-0.593667626,-22.6534958,2.72443795
-0.505464971,-22.8039036,2.74529076
2.32595062,-11.6337624,6.43721628
-0.769618928,-21.8957596,2.6242137
-0.836236715,-22.0487995,2.57083821
-0.769387841,-22.1995258,2.630198
-0.672412992,-22.8082848,2.69861388
-0.588203847,-22.9579525,2.73237896
0.098640427,-22.9827652,2.34539461
-0.893164217,-21.9000072,2.50257206
-0.837191701,-21.7461433,2.56444955
0.00760492869,-22.197403,2.50766015
0.046740666,-22.352766,2.45106721
0.0940060839,-22.2056026,2.33256531
-0.0509964339,-22.044878,2.57128501
-0.191487283,-22.0448284,2.67224503
-0.115322746,-22.197588,2.62967849
-0.938976407,-22.0529079,2.43161035
2.32763696,-11.430686,6.09528637
2.32700062,-11.5595322,5.93200493
2.32676554,-11.55651,6.15498829
-0.90305078,-22.2018185,2.49360943
-0.871280134,-23.2718544,2.55365467
-0.967077911,-23.2847691,2.38082504
-0.948872983,-21.7564392,2.40774226
-0.923017561,-23.1233654,2.4761281
-0.97770673,-21.9154968,2.33584213
-3.80339026,4.86121893,-0.467472792
