X[m],Y[m],Z[m],CorrosionRateMmYear,TotalPressure[Pa],TotalSurfaceCorrosionRate[kgs^-1m^-2],TotalTemperature[K],WallShear[Pa],DENSITY,API,Sulphur,VR%,Cp,Viscosity,MolecularWeight,ThermalConductivity,case,radius_xyz,theta,phi,sin_theta,cos_theta,sin_phi,cos_phi,radial_distance,pressure_temp_ratio,shear_density,api_sulphur_ratio,thermal_response,flow_resistance,mw_viscosity,log_TotalPressure[Pa],log_WallShear[Pa],log_Viscosity,actual_CR,predicted_CR,error,absolute_error,pct_error
-18.0286198,12.6049995,-4.57648659,0.00839001499,0.2498171309006092,2.13634666e-09,377.0,0.006794960703700781,837.2568145,37.5,1.3559,12.0,817.2235,0.000676,144.021187,0.2648,162_P_2.2.xlsx,22.469120449995415,2.531426583865771,1.775910496777418,0.5730035709203748,-0.8195528706023175,0.9790377368795427,-0.203678937953298,21.99811683503732,0.0006626449095331107,5.689127153433194,27.656906647563194,216.40078279999997,0.5659856066019999,0.09735832241199999,0.2229972453324989,0.006771979005969762,0.0006757716149197467,0.00839001499,0.009033078,-0.0006430633377750017,0.0006430633377750017,7.664626802989245
-18.0286198,12.6049995,-4.49365044,0.00838849228,0.2498171309006092,2.13595852e-09,377.0,0.005216856487095356,837.2568145,37.5,1.3559,12.0,817.2235,0.000676,144.021187,0.2648,162_P_2.2.xlsx,22.45239494051502,2.531426583865771,1.7722984147079495,0.5730035709203748,-0.8195528706023175,0.9797670535067098,-0.20014125227643645,21.99811683503732,0.0006626449095331107,4.367848644089118,27.656906647563194,216.40078279999997,0.5659856066019999,0.09735832241199999,0.2229972453324989,0.005203295833501118,0.0006757716149197467,0.00838849228,0.009033078,-0.0006445860477750018,0.0006445860477750018,7.684170482399969
-17.9647236,12.6049995,-4.49365044,0.00838693604,0.2498171309006092,2.13556239e-09,377.0,0.004822655115276575,837.2568145,37.5,1.3559,12.0,817.2235,0.000676,144.021187,0.2648,162_P_2.2.xlsx,22.401120523230738,2.5297582555593396,1.7727660050471812,0.5743700561129786,-0.8185957724303087,0.9796733622855861,-0.20059935998914555,21.945781061958066,0.0006626449095331107,4.037800859248596,27.656906647563194,216.40078279999997,0.5659856066019999,0.09735832241199999,0.2229972453324989,0.004811063367823467,0.0006757716149197467,0.00838693604,0.009033078,-0.0006461422877750023,0.0006461422877750023,7.704151845397414
-17.9647236,12.6049995,-4.57648659,0.0083892066,0.2498171309006092,2.1361406e-09,377.0,0.006522359326481819,837.2568145,37.5,1.3559,12.0,817.2235,0.000676,144.021187,0.2648,162_P_2.2.xlsx,22.4178842875024,2.5297582555593396,1.7763859963804463,0.5743700561129786,-0.8185957724303087,0.9789407769488986,-0.20414444696510062,21.945781061958066,0.0006626449095331107,5.460889792714534,27.656906647563194,216.40078279999997,0.5659856066019999,0.09735832241199999,0.2229972453324989,0.006501180780401688,0.0006757716149197467,0.0083892066,0.009033078,-0.0006438717277750007,0.0006438717277750007,7.675001444096639
-17.9647236,12.2416391,-8.02706337,0.00839179382,3.613104916249334,2.1367994e-09,377.0,0.06965640932321548,837.2568145,37.5,1.3559,12.0,817.2235,0.000676,144.021187,0.2648,162_P_2.2.xlsx,23.17375170802176,2.543441176878831,1.924512186246614,0.5631158574562527,-0.8263779589759818,0.9380920704814972,-0.3463860090992962,21.73911272060214,0.009583832668842163,58.320303379463496,27.656906647563194,216.40078279999997,0.5659856066019999,0.09735832241199999,1.5289011479219365,0.06733748412402414,0.0006757716149197467,0.00839179382,0.009033872,-0.0006420779946085739,0.0006420779946085739,7.651260365832741
-17.9647236,12.2416391,-7.96315193,0.00839179382,3.595087282489406,2.13679918e-09,377.0,0.06990168988704681,837.2568145,37.5,1.3559,12.0,817.2235,0.000676,144.021187,0.2648,162_P_2.2.xlsx,23.151691310556743,2.543441176878831,1.9219225317248136,0.5631158574562527,-0.8263779589759818,0.938985944007021,-0.3439555159569965,21.73911272060214,0.009536040536854232,58.52566620299568,27.656906647563194,216.40078279999997,0.5659856066019999,0.09735832241199999,1.5249877507283134,0.06756676564248013,0.0006757716149197467,0.00839179382,0.009033872,-0.0006420779946085739,0.0006420779946085739,7.651260365832741
-18.0286198,12.2416391,-7.96315193,0.00839179382,3.595087282489406,2.13679918e-09,377.0,0.0680684819817543,837.2568145,37.5,1.3559,12.0,817.2235,0.000676,144.021187,0.2648,162_P_2.2.xlsx,23.201307040937664,2.545092290630721,1.921139304321549,0.5617506464874126,-0.8273066004638027,0.9392550513569002,-0.3432199710106431,21.79194483628299,0.009536040536854232,56.990800391894254,27.656906647563194,216.40078279999997,0.5659856066019999,0.09735832241199999,1.5249877507283134,0.06585186018805686,0.0006757716149197467,0.00839179382,0.009033872,-0.0006420779946085739,0.0006420779946085739,7.651260365832741
-18.0286198,12.2416391,-8.02706337,0.00839179382,3.613104916249334,2.1367994e-09,377.0,0.06735283881425858,837.2568145,37.5,1.3559,12.0,817.2235,0.000676,144.021187,0.2648,162_P_2.2.xlsx,23.223320307260042,2.545092290630721,1.9237241719853102,0.5617506464874126,-0.8273066004638027,0.9383647363064854,-0.34564667169880287,21.79194483628299,0.009583832668842163,56.391623273158096,27.656906647563194,216.40078279999997,0.5659856066019999,0.09735832241199999,1.5289011479219365,0.06518160070594144,0.0006757716149197467,0.00839179382,0.009033872,-0.0006420779946085739,0.0006420779946085739,7.651260365832741
-17.4535313,12.6049995,-10.0718555,0.00839179754,23.72913696750356,2.13680029e-09,377.0,0.40657639503479,837.2568145,37.5,1.3559,12.0,817.2235,0.000676,144.021187,0.2648,162_P_2.2.xlsx,23.768761861905226,2.516119988971046,2.0083704307642307,0.5854805211410598,-0.8106864741466907,0.9057822848465019,-0.42374338043000803,21.529323427248706,0.06294200786969267,340.4088573577219,27.656906647563194,216.40078279999997,0.5659856066019999,0.09735832241199999,3.2079821827239465,0.34115866317467824,0.0006757716149197467,0.00839179754,0.009033872,-0.0006420742746085732,0.0006420742746085732,7.651212645104649
-17.4535313,12.6049995,-10.0079441,0.00839179754,23.72913696750356,2.13680007e-09,377.0,0.4001169800758362,837.2568145,37.5,1.3559,12.0,817.2235,0.000676,144.021187,0.2648,162_P_2.2.xlsx,23.741750406063257,2.516119988971046,2.005932115547682,0.5854805211410598,-0.8106864741466907,0.9068128111459998,-0.42153354023314615,21.529323427248706,0.06294200786969267,335.0006681656546,27.656906647563194,216.40078279999997,0.5659856066019999,0.09735832241199999,3.2079821827239465,0.33655579032753064,0.0006757716149197467,0.00839179754,0.009033872,-0.0006420742746085732,0.0006420742746085732,7.651212645104649
