Node,X[m],Y[m],Z[m],predicted_CR
451,-20.1725159,12.3274698,-10.0079441,0.009033872
452,-20.1725159,12.2416391,-10.0079441,0.009033872
453,-20.1725159,12.3913698,-5.27937889,0.009033078
454,-20.1725159,12.4552689,-5.27937889,0.009033078
455,-20.1725159,12.4552689,-5.34326315,0.009033078
456,-20.1725159,12.3913698,-5.34326315,0.009033078
457,-18.6035748,12.2643738,-7.0685792,0.009033872
458,-18.6035748,12.2643738,-7.13246346,0.009033872
459,-18.5442352,12.271101,-7.13246346,0.009033872
460,-18.5442352,12.271101,-7.0685792,0.009033872
461,-19.7542362,12.271101,-7.45196772,0.009033872
462,-19.7542362,12.271101,-7.51587915,0.009033872
463,-19.6921558,12.2585497,-7.51587915,0.009033872
464,-19.6921558,12.2585497,-7.45196772,0.009033872
465,-18.028635,12.5822058,-9.17725563,0.009033872
466,-18.028635,12.5822058,-9.1133709,0.009033872
467,-17.9747353,12.5761013,-9.1133709,0.009033872
468,-17.9747353,12.5761013,-9.17725563,0.009033872
469,-19.306612,12.2416391,-5.85444784,0.009033112
470,-19.306612,12.2416391,-5.79056358,0.009033078
471,-19.3705196,12.2416391,-5.79056358,0.009033078
472,-19.3705196,12.2416391,-5.85444784,0.009033112
473,-18.7954197,12.6049995,-7.89924002,0.009033872
474,-18.7954197,12.6049995,-7.83535576,0.009033872
475,-18.7315235,12.6049995,-7.83535576,0.009033872
476,-18.7315235,12.6049995,-7.89924002,0.009033872
477,-19.1807346,12.5761013,-9.56067085,0.009033872
478,-19.1807346,12.5761013,-9.49675941,0.009033872
479,-19.1137352,12.5761013,-9.49675941,0.009033872
480,-19.1137352,12.5761013,-9.56067085,0.009033872
481,-18.919735,12.271101,-6.49345541,0.009033872
482,-18.919735,12.271101,-6.42954397,0.009033911
483,-18.9876461,12.2619915,-6.42954397,0.009033911
484,-18.9876461,12.2619915,-6.49345541,0.009033872
485,-18.4102535,12.5883722,-8.53824806,0.009033872
486,-18.4102535,12.5883722,-8.47433662,0.009033872
487,-18.350235,12.5761013,-8.47433662,0.009033872
488,-18.350235,12.5761013,-8.53824806,0.009033872
489,-19.9454098,12.2640858,-6.81298685,0.009033872
490,-19.9454098,12.2640858,-6.87687111,0.009033872
491,-19.8842354,12.271101,-6.87687111,0.009033872
492,-19.8842354,12.271101,-6.81298685,0.009033872
493,-17.354372,12.3274698,-5.21549463,0.009033078
494,-17.354372,12.3913698,-5.21549463,0.009033078
495,-17.354372,12.3913698,-5.15158319,0.009033078
496,-17.354372,12.3274698,-5.15158319,0.009033078
497,-18.2162361,12.5761013,-8.53824806,0.009033872
498,-18.2162361,12.5761013,-8.47433662,0.009033872
499,-18.1492348,12.5761013,-8.47433662,0.009033872
