X,Y,Z,Predicted_Corrosion_Rate
-4.75646734,-22.1981373,67.2121353,0.011524878
-4.75428486,-22.1469994,67.2031631,0.011528623
-4.7519455,-22.0985126,67.2100143,0.011528623
-4.75158787,-22.1630917,67.1694717,0.011528623
-4.7500186,-22.1992798,67.1566162,0.011528623
-4.74945116,-22.0444183,67.2098312,0.011528623
-4.74841833,-22.1207676,67.1631088,0.011528623
-4.74707937,-22.1357288,67.2521133,0.011524878
-4.74626017,-22.0697021,67.1630783,0.011528623
-4.74538231,-22.1978073,67.2668991,0.011524878
-4.74291801,-22.0734253,67.2556076,0.011524878
-4.73588085,-22.1522236,67.1248245,0.011528623
-4.73180103,-22.0969296,67.1209259,0.011528623
-4.72905254,-22.0421753,67.1196136,0.011528623
-4.72850132,-22.1518326,67.2965927,0.011524878
-4.72665691,-22.2011223,67.1058502,0.011528623
-4.72403717,-22.0996799,67.2991257,0.011524878
-4.72207069,-22.0460625,67.297554,0.011524878
-4.71788406,-22.1983185,67.315506,0.011524878
-4.70998573,-22.1680565,67.0858002,0.011528623
-4.70789194,-22.123127,67.0850677,0.011528623
-4.70393658,-22.0711288,67.0825272,0.011528623
-4.69527674,-22.1352978,67.3355408,0.011524878
-4.69255495,-22.0729485,67.3344803,0.011524878
-4.68872261,-22.2034779,67.064888,0.011528623
-4.67681408,-22.1566124,67.0570297,0.011528623
-4.67676401,-22.1996212,67.3531342,0.011524878
-4.669662,-22.0979328,67.0531921,0.011528623
-4.66734266,-22.0424728,67.052475,0.011528623
-4.65648508,-22.0405064,67.3585052,0.011524878
-4.6561842,-22.0979366,67.3609314,0.011524878
-4.65269804,-22.1486282,67.3645859,0.011524878
-4.64000988,-22.2061157,67.0377655,0.011528623
-4.6305685,-22.1320286,67.0345383,0.011528623
-4.62597418,-22.2015858,67.3761902,0.011524878
-4.6256752,-22.0735111,67.0329361,0.011528623
-4.6160059,-22.1221333,67.3765869,0.011524878
-4.61363316,-22.0688953,67.3757629,0.011524878
-4.58513403,-22.2087822,67.027092,0.011528623
-4.58270693,-22.1555882,67.0262833,0.011528623
-4.58027935,-22.1023979,67.0254669,0.011528623
-4.57784843,-22.0491199,67.0246506,0.011528623
-4.57288551,-22.2039127,67.3824463,0.011524878
-4.57046175,-22.150795,67.3816376,0.011524878
-4.56803417,-22.0975971,67.3808212,0.011524878
-4.56560326,-22.0443249,67.3800125,0.011524878
-4.53313351,-22.1366596,67.0310516,0.011528623
-4.53200197,-22.0778351,67.0297775,0.011528623
-4.53186131,-22.2111168,67.0334015,0.011528623
-4.52091169,-22.1318855,67.3728104,0.011524878
-4.5204339,-22.0731983,67.372612,0.011524878
-4.51818848,-22.2065716,67.3718414,0.011524878
-4.49513388,-22.162735,67.0461655,0.011528623
-4.48913717,-22.1062698,67.0471191,0.011528623
-4.48664379,-22.0550442,67.0464172,0.011528623
-4.48107481,-22.2130814,67.0565262,0.011528623
-4.47876024,-22.1021328,67.3531723,0.011524878
-4.47772026,-22.1610336,67.3516388,0.011524878
-4.47629786,-22.0488243,67.3523407,0.011524878
-4.46940279,-22.2092113,67.3447418,0.011524878
-4.45311975,-22.1510868,67.0756683,0.011528623
-4.44987869,-22.0821342,67.074707,0.011528623
-4.44554567,-22.1816406,67.3232117,0.011524878
-4.44386768,-22.1330795,67.3230667,0.011524878
-4.44142628,-22.0776234,67.322319,0.011524878
-4.43984318,-22.2143841,67.0944061,0.011528623
-4.4314785,-22.2115669,67.3038635,0.011524878
-4.4218297,-22.111702,67.1121292,0.011528623
-4.41965199,-22.0564194,67.1107101,0.011528623
-4.41860104,-22.165844,67.1232605,0.011528623
-4.41488123,-22.1612892,67.2774658,0.011524878
-4.41463995,-22.103569,67.2816391,0.011524878
-4.41345406,-22.0530357,67.2830963,0.011524878
-4.41248035,-22.2148895,67.1430664,0.011528623
-4.40806961,-22.2134094,67.2531662,0.011524878
-4.40450859,-22.1787949,67.1634598,0.011528623
-4.40403271,-22.1323681,67.1563263,0.011528623
-4.4032588,-22.0783539,67.1497421,0.011528623
-4.40153646,-22.2145538,67.1977921,0.011528623
-4.40089703,-22.1199665,67.2399445,0.011528623
-4.39899588,-22.1595135,67.2101288,0.011528623
-4.39865685,-22.075407,67.238266,0.011528623
-4.39634514,-22.1008148,67.1960831,0.011528623
-4.39405203,-22.0496426,67.1943054,0.011528623
