X [ m ],Y [ m ],Z [ m ],Corrosion Rate Mm Year,Total Pressure [ Pa ],Total Surface Corrosion Rate [ kg s^-1 m^-2 ],Total Temperature [ K ],Wall Shear [ Pa ],DENSITY,API,Sulphur,VR%,Cp,Viscosity,Molecular Weight,Thermal Conductivity,case,api_sulphur_ratio,flow_resistance,log_Viscosity,actual_CR,predicted_CR,error,absolute_error,pct_error
-7.72800493,-0.364126772,-0.0596671291,0.0129061174,23.5677452,3.22243632e-09,383.007782,0.32341826,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061174,0.015989155,-0.003083037177255249,0.003083037177255249,23.888184815491968
-7.85875368,-0.386462003,-0.070934236,0.0129061164,22.6552105,3.22243632e-09,383.007477,0.327896535,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061164,0.015989155,-0.0030830381772552484,0.0030830381772552484,23.888194414675866
-7.9071579,-0.366857678,0.0496490151,0.0129061136,19.0505638,3.22243587e-09,383.006439,0.279025882,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061136,0.015989155,-0.0030830409772552494,0.0030830409772552494,23.888221292398722
-7.90914106,-0.365000516,0.106469825,0.0129061146,18.7224331,3.22243587e-09,383.006317,0.283061564,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061146,0.015989155,-0.003083039977255248,0.003083039977255248,23.88821169321064
-7.93213463,-0.34936142,0.0731962696,0.0129061146,18.1299438,3.22243632e-09,383.006226,0.287782282,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061146,0.015989155,-0.003083039977255248,0.003083039977255248,23.88821169321064
-7.75848866,-0.379016727,-0.0803548172,0.0129061164,23.9304161,3.22243632e-09,383.00766,0.335164785,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061164,0.015989155,-0.0030830381772552484,0.0030830381772552484,23.888194414675866
-7.77623415,-0.384689867,-0.118119977,0.0129061155,21.5208588,3.22243632e-09,383.00708,0.317513615,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061155,0.015989155,-0.0030830390772552483,0.0030830390772552483,23.888203053942654
-7.886446,-0.377604544,-0.0229451563,0.0129061155,20.4964867,3.22243587e-09,383.006958,0.319184095,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061155,0.015989155,-0.0030830390772552483,0.0030830390772552483,23.888203053942654
-7.8604722,-0.385364741,0.025851896,0.0129061164,19.9188499,3.22243632e-09,383.006653,0.286355674,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061164,0.015989155,-0.0030830381772552484,0.0030830381772552484,23.888194414675866
-7.81720352,-0.38973251,0.108166903,0.0129061155,18.5069656,3.22243632e-09,383.006195,0.303446889,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061155,0.015989155,-0.0030830390772552483,0.0030830390772552483,23.888203053942654
-7.7699275,-0.382937521,0.0797923431,0.0129061164,19.8189011,3.22243632e-09,383.006683,0.29530105,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061164,0.015989155,-0.0030830381772552484,0.0030830381772552484,23.888194414675866
-7.76919365,-0.382732987,0.135525674,0.0129061155,20.0879498,3.22243632e-09,383.006927,0.308157653,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061155,0.015989155,-0.0030830390772552483,0.0030830390772552483,23.888203053942654
-7.72881699,-0.364353776,-0.115548387,0.0129061164,23.263052,3.22243632e-09,383.00769,0.32117039,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061164,0.015989155,-0.0030830381772552484,0.0030830381772552484,23.888194414675866
-7.77068472,-0.383148611,0.0240845438,0.0129061164,20.0497417,3.22243632e-09,383.006714,0.327801138,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061164,0.015989155,-0.0030830381772552484,0.0030830381772552484,23.888194414675866
-7.81688356,-0.389945626,0.0525958389,0.0129061164,18.9243793,3.22243632e-09,383.006256,0.297637105,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061164,0.015989155,-0.0030830381772552484,0.0030830381772552484,23.888194414675866
-7.93979502,-0.0813005343,0.0527757704,0.012906109,9.72499561,3.2224341e-09,383.004761,0.230985686,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.012906109,0.015992416,-0.0030863070689115518,0.0030863070689115518,23.91353636229491
-7.95584011,-0.0975790098,0.0117950551,0.012906109,9.28059292,3.22243499e-09,383.004517,0.233303294,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.012906109,0.015992416,-0.0030863070689115518,0.0030863070689115518,23.91353636229491
-7.97285461,-0.122256227,0.0505603515,0.012906109,11.190753,3.22243476e-09,383.005035,0.252732188,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.012906109,0.015992735,-0.0030866255812320702,0.0030866255812320702,23.916004281328398
-7.76847744,-0.382533491,0.191292629,0.0129061164,20.8298931,3.22243632e-09,383.007233,0.299869895,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061164,0.015989155,-0.0030830381772552484,0.0030830381772552484,23.888194414675866
-7.81739902,-0.389511138,0.163940966,0.0129061146,18.0590839,3.22243587e-09,383.006134,0.301493466,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061146,0.015989155,-0.003083039977255248,0.003083039977255248,23.88821169321064
-7.76774216,-0.38232854,0.247092828,0.0129061164,19.590517,3.22243632e-09,383.006958,0.298515439,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061164,0.015989155,-0.0030830381772552484,0.0030830381772552484,23.888194414675866
-7.76686668,-0.382083416,0.30289343,0.0129061146,19.1764088,3.22243632e-09,383.006744,0.31476754,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061146,0.015989155,-0.003083039977255248,0.003083039977255248,23.88821169321064
-7.81517267,-0.389055192,0.275585711,0.0129061146,17.9890652,3.22243587e-09,383.006256,0.302397847,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061146,0.015989155,-0.003083039977255248,0.003083039977255248,23.88821169321064
-7.97884083,-0.132246435,0.00649776636,0.0129061099,10.0267944,3.22243499e-09,383.0047,0.238656357,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061099,0.015992416,-0.003086306168911552,0.003086306168911552,23.91352772125717
-7.81469679,-0.38926965,0.219829276,0.0129061164,18.3113174,3.22243587e-09,383.006378,0.283094883,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061164,0.015989155,-0.0030830381772552484,0.0030830381772552484,23.888194414675866
-7.98670578,-0.266734034,0.176124781,0.0129061127,16.396822,3.22243565e-09,383.006256,0.315693974,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061127,0.015989155,-0.0030830418772552493,0.0030830418772552493,23.88822993166925
-7.96784878,-0.305385232,0.228504241,0.0129061127,16.1786022,3.22243565e-09,383.006195,0.288918525,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061127,0.015989155,-0.0030830418772552493,0.0030830418772552493,23.88822993166925
-3.26052189,4.13686419,11.5000439,0.012906082,-178.287964,3.22242788e-09,383.017822,0.53638649,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.012906082,0.015783416,-0.0028773341072969444,0.0028773341072969444,22.294404351948177
-3.31278634,4.1672411,11.4780254,0.012906081,-179.244247,3.22242788e-09,383.015015,0.481303155,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.012906081,0.015783416,-0.002877335107296944,0.002877335107296944,22.294413827667743
-3.28730249,4.11869621,11.4449167,0.012906082,-175.074646,3.22242832e-09,383.015289,0.494395167,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.012906082,0.015783416,-0.0028773341072969444,0.0028773341072969444,22.294404351948177
-7.8548317,-0.0375130102,0.587993681,0.0129061053,6.1919241,3.22243388e-09,383.004364,0.220463216,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061053,0.015992416,-0.0030863107689115526,0.0030863107689115526,23.91357188657384
-7.905159,-0.0586093552,0.555985272,0.0129061071,8.95314884,3.2224341e-09,383.005219,0.236204475,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061071,0.015992416,-0.003086308968911553,0.003086308968911553,23.91355460448966
-7.90434694,-0.058382418,0.611851931,0.0129061071,8.78443146,3.2224341e-09,383.005157,0.237969398,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061071,0.015992416,-0.003086308968911553,0.003086308968911553,23.91355460448966
-3.3328495,4.15386152,11.4187689,0.012906082,-176.817017,3.22242788e-09,383.013092,0.446666449,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.012906082,0.015783416,-0.0028773341072969444,0.0028773341072969444,22.294404351948177
-3.35064554,4.20863485,11.4471054,0.012906081,-182.701859,3.22242788e-09,383.011078,0.408707172,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.012906081,0.015845237,-0.0029391562997999193,0.0029391562997999193,22.77342207578106
-7.76518488,-0.381605268,0.358561486,0.0129061146,18.8085003,3.22243632e-09,383.006714,0.30046609,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061146,0.015989155,-0.003083039977255248,0.003083039977255248,23.88821169321064
-7.76859426,-0.382554352,0.410605192,0.0129061146,18.9930801,3.22243587e-09,383.006805,0.309000611,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061146,0.015989155,-0.003083039977255248,0.003083039977255248,23.88821169321064
-7.80474281,-0.38833487,0.386605203,0.0129061136,18.9200115,3.2224361e-09,383.006683,0.300929427,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061136,0.015989155,-0.0030830409772552494,0.0030830409772552494,23.888221292398722
-3.31447887,4.39717197,11.302742,0.0129060792,-187.043716,3.22242699e-09,383.004852,0.248770446,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129060792,0.015991727,-0.003085647690206337,0.003085647690206337,23.90848252323798
-3.33660984,4.34491634,11.272893,0.0129060792,-186.147476,3.22242699e-09,383.005829,0.265380323,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129060792,0.015935166,-0.0030290866076047897,0.0030290866076047897,23.47023104716487
-3.35141921,4.35673666,11.3343582,0.0129060792,-185.476013,3.22242699e-09,383.005981,0.272678673,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129060792,0.015935166,-0.0030290866076047897,0.0030290866076047897,23.47023104716487
-7.81813908,-0.388778508,0.338746548,0.0129061136,17.8986855,3.22243587e-09,383.006256,0.289554626,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061136,0.015989155,-0.0030830409772552494,0.0030830409772552494,23.888221292398722
-7.9116559,-0.0604248755,0.109049924,0.0129061071,9.95337772,3.2224341e-09,383.005066,0.2498229,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061071,0.015992416,-0.003086308968911553,0.003086308968911553,23.91355460448966
-7.91246748,-0.0606517158,0.0532069169,0.0129061062,10.0549059,3.22243432e-09,383.004944,0.229219198,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061062,0.015992416,-0.0030863098689115527,0.0030863098689115527,23.91356324553115
-7.86447573,-0.0406366214,1.10002923,0.0129061043,5.70931101,3.22243388e-09,383.004639,0.226747975,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061043,0.015992416,-0.003086311768911552,0.003086311768911552,23.9135814877338
-7.85197449,-0.0366479792,1.06047368,0.0129061043,4.81424236,3.22243388e-09,383.004517,0.217225924,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061043,0.015992416,-0.003086311768911552,0.003086311768911552,23.9135814877338
-7.89783764,-0.0565634109,1.0596453,0.0129061053,6.70663452,3.22243388e-09,383.004913,0.236836344,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061053,0.015992416,-0.0030863107689115526,0.0030863107689115526,23.91357188657384
-7.90719938,-0.363822699,0.290062934,0.0129061127,18.7351837,3.22243587e-09,383.006622,0.293244034,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061127,0.015989155,-0.0030830418772552493,0.0030830418772552493,23.88822993166925
-7.86675406,-0.381913811,0.252296805,0.0129061146,17.9361858,3.22243632e-09,383.006317,0.284910262,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061146,0.015989155,-0.003083039977255248,0.003083039977255248,23.88821169321064
-7.86149168,-0.382929027,0.308839381,0.0129061146,17.6312981,3.22243587e-09,383.006073,0.279620349,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061146,0.015989155,-0.003083039977255248,0.003083039977255248,23.88821169321064
-7.91327953,-0.0608785525,-0.00263387454,0.0129061062,8.28869438,3.2224341e-09,383.004395,0.234906331,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061062,0.015992416,-0.0030863098689115527,0.0030863098689115527,23.91356324553115
-7.8923378,-0.371297866,0.333210707,0.0129061136,18.510355,3.2224361e-09,383.00647,0.289602935,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061136,0.015989155,-0.0030830409772552494,0.0030830409772552494,23.888221292398722
-7.8637867,-0.384129643,0.0800561458,0.0129061146,19.2449245,3.22243632e-09,383.006378,0.290262043,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061146,0.015989155,-0.003083039977255248,0.003083039977255248,23.88821169321064
-7.92206192,-0.354844391,0.225868836,0.0129061127,17.223547,3.22243587e-09,383.006195,0.292727143,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061127,0.015989155,-0.0030830418772552493,0.0030830418772552493,23.88822993166925
-3.25733781,4.42974663,11.2787075,0.0129060792,-187.119507,3.22242699e-09,383.004517,0.230316818,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129060792,0.015991727,-0.003085647690206337,0.003085647690206337,23.90848252323798
-3.29226494,4.38063145,11.2449188,0.0129060792,-186.037537,3.22242699e-09,383.005463,0.253931254,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129060792,0.015935166,-0.0030290866076047897,0.0030290866076047897,23.47023104716487
-7.6714673,-0.32086435,0.691873252,0.0129061118,16.2407627,3.22243565e-09,383.006531,0.298638523,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061118,0.015989155,-0.003083042777255249,0.003083042777255249,23.88823857094099
-7.7165947,-0.360938191,0.725283802,0.0129061118,15.8737097,3.22243565e-09,383.006073,0.269703656,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061118,0.015992735,-0.003086622781232071,0.003086622781232071,23.915977397568422
-7.71741962,-0.361168712,0.668532968,0.0129061127,16.0246544,3.22243565e-09,383.006073,0.270865649,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061127,0.015992735,-0.003086621881232071,0.003086621881232071,23.915968756362336
-7.67833328,-0.333654284,1.11512756,0.0129061108,12.5958757,3.22243499e-09,383.005707,0.255894095,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061108,0.015992735,-0.0030866237812320705,0.0030866237812320705,23.91598699890993
-7.66039658,-0.3134332,1.16019106,0.0129061108,12.0710182,3.22243499e-09,383.005707,0.263651282,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061108,0.015992735,-0.0030866237812320705,0.0030866237812320705,23.91598699890993
-7.71011353,-0.359127074,1.17113328,0.0129061118,12.7777357,3.22243543e-09,383.005646,0.257627577,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061118,0.015992735,-0.003086622781232071,0.003086622781232071,23.915977397568422
-7.86505985,-0.383349538,0.135603338,0.0129061146,18.6561947,3.22243587e-09,383.006226,0.291740447,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061146,0.015989155,-0.003083039977255248,0.003083039977255248,23.88821169321064
-7.83045673,-0.0322184004,1.01689506,0.0129061043,3.88782573,3.22243321e-09,383.004059,0.197860464,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061043,0.015992416,-0.003086311768911552,0.003086311768911552,23.9135814877338
-7.89865017,-0.0567904301,1.00375867,0.0129061053,6.48621702,3.22243388e-09,383.005035,0.2440231,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061053,0.015992416,-0.0030863107689115526,0.0030863107689115526,23.91357188657384
-7.89377499,-0.0554281287,1.33912385,0.0129061043,6.61011457,3.22243388e-09,383.004791,0.236790493,850.1837544,34.93,1.2681,13.8,815.027438,0.000702,156.9673441,0.2624177177,I126to113P_5.2.xlsx,27.54514606462309,0.5968289955888,0.0007017537132554562,0.0129061043,0.015992416,-0.003086311768911552,0.003086311768911552,23.9135814877338
