X [ m ],Y [ m ],Z [ m ],Corrosion Rate Mm Year,Total Pressure [ Pa ],Total Surface Corrosion Rate [ kg s^-1 m^-2 ],Total Temperature [ K ],Wall Shear [ Pa ],DENSITY,API,Sulphur,VR%,Cp,Viscosity,Molecular Weight,Thermal Conductivity,case,api_sulphur_ratio,flow_resistance,log_Viscosity,actual_CR,predicted_CR,error,absolute_error,pct_error
-7.90922022,-0.0597442761,0.276595891,0.00177041919,0.866651058,4.37054259e-09,375.981598,0.13281858,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.00177041919,0.0016821116,8.830754581392046e-05,8.830754581392046e-05,4.9879455816360085
-7.91003227,-0.0599711575,0.220743418,0.00177040265,1.29168642,4.37050085e-09,375.981812,0.142088801,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.00177040265,0.0016821116,8.829100581392042e-05,8.829100581392042e-05,4.987057930807427
-7.94896603,-0.0926619172,0.247551605,0.00177037041,1.83679962,4.3704218e-09,375.982269,0.152309388,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.00177037041,0.0016821116,8.825876581392044e-05,8.825876581392044e-05,4.985327661687881
-7.76778746,-0.382262886,-0.0356884375,0.00177016587,9.23053837,4.36991643e-09,375.985352,0.206355631,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.00177016587,0.0016821116,8.805422581392047e-05,8.805422581392047e-05,4.974348859419427
-7.82601643,-0.390155166,-0.016063571,0.00177017017,8.61728764,4.36992709e-09,375.985107,0.188927248,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.00177017017,0.0016821116,8.805852581392042e-05,8.805852581392042e-05,4.974579690503688
-7.80392647,-0.38961947,-0.0700479001,0.00177016063,9.02034283,4.36990399e-09,375.985138,0.188840464,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.00177016063,0.0016821116,8.804898581392059e-05,8.804898581392059e-05,4.974067566070539
-7.91432047,-0.361085951,0.161137074,0.00177024037,6.55658579,4.37010073e-09,375.983917,0.181182623,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.00177024037,0.0016821116,8.81287258139205e-05,8.81287258139205e-05,4.978347983564346
-7.95743132,-0.321586221,0.174246952,0.0017702597,5.67413378,4.37014824e-09,375.983643,0.19551912,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.0017702597,0.0016821116,8.814805581392046e-05,8.814805581392046e-05,4.979385553663488
-7.94666004,-0.335095435,0.119878538,0.0017702342,5.95748281,4.37008518e-09,375.983795,0.202794731,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.0017702342,0.0016821116,8.812255581392044e-05,8.812255581392044e-05,4.978016793718044
-7.72719526,-0.363900512,-0.00396771682,0.00177016668,9.09543324,4.36991909e-09,375.985443,0.211697444,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.00177016668,0.0016821116,8.805503581392048e-05,8.805503581392048e-05,4.974392341639634
-7.72800493,-0.364126772,-0.0596671291,0.00177014444,9.79879093,4.36986403e-09,375.985748,0.202800333,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.00177014444,0.0016821116,8.803279581392045e-05,8.803279581392045e-05,4.97319844499178
-7.85875368,-0.386462003,-0.070934236,0.00177015609,9.50532055,4.36989334e-09,375.985504,0.206840485,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.00177015609,0.0016821116,8.804444581392052e-05,8.804444581392052e-05,4.973823848730892
-7.9071579,-0.366857678,0.0496490151,0.00177019823,7.52346945,4.36999725e-09,375.984558,0.172102004,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.00177019823,0.0016821116,8.80865858139204e-05,8.80865858139204e-05,4.976085969996679
-7.90914106,-0.365000516,0.106469825,0.00177022174,7.23847198,4.37005498e-09,375.984253,0.175795794,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.00177022174,0.0016821116,8.811009581392057e-05,8.811009581392057e-05,4.977347965693105
-7.93213463,-0.34936142,0.0731962696,0.00177021662,6.84662104,4.37004211e-09,375.984192,0.179102853,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.00177021662,0.0016821116,8.810497581392043e-05,8.810497581392043e-05,4.97707313154419
-7.75848866,-0.379016727,-0.0803548172,0.00177015888,9.96333885,4.36989911e-09,375.985565,0.210591912,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.00177015888,0.0016821116,8.804723581392043e-05,8.804723581392043e-05,4.973973622310145
-7.77623415,-0.384689867,-0.118119977,0.0017701498,8.86464977,4.36987735e-09,375.985229,0.19844079,833.8757637,36.57,1.23845,12.850000000000001,817.8091212,0.000657,140.0415421,0.2660949039,I126to113P_21.2.xlsx,29.318156365713946,0.5478563767509,0.0006567842699845753,0.0017701498,0.0016821116,8.80381558139205e-05,8.80381558139205e-05,4.973486185416942
