X,Y,Z
-1.49245989,-1.6343081,0.596907198
-1.42890227,-1.63463724,0.59692055
-1.39712334,-1.63480198,0.596927285
-0.0771635547,-1.61569977,0.782436132
-1.36534429,-1.63496673,0.596934021
-1.55601752,-1.63397968,0.596894383
-0.0455104262,-1.61842239,0.781709552
-1.33356524,-1.63513148,0.596940756
-0.0137800984,-1.62023127,0.781202435
-1.30178618,-1.63529634,0.596947551
-0.17748566,-1.61306965,0.585640609
-1.27000701,-1.63546109,0.596954346
0.0179898962,-1.62098646,0.781010389
-1.23822784,-1.63562584,0.596961141
-0.145771161,-1.61246836,0.585458577
-0.269399732,-1.61519253,0.586305916
-0.301268995,-1.61464036,0.586197913
-0.332815886,-1.61482358,0.58628875
-1.58779621,-1.63380539,0.596881986
-1.20644855,-1.63579071,0.596967936
0.0496135987,-1.62147808,0.780900419
-0.114186548,-1.61232579,0.585389078
-1.17466927,-1.63595545,0.59697473
-1.14288974,-1.6361202,0.596981466
-0.208605275,-1.61367929,0.585830152
-1.11111009,-1.63628495,0.596988261
-1.07933044,-1.63644969,0.596994996
-0.0826993063,-1.61178076,0.585228443
-1.0475508,-1.63661444,0.597001731
-1.01577103,-1.63677907,0.597008467
-0.983991206,-1.63694382,0.597015202
-0.0513416417,-1.61064625,0.584945679
-0.23752372,-1.61460555,0.586106539
-0.95221132,-1.63710845,0.597021937
-0.0196790397,-1.60961378,0.584700465
-0.920431435,-1.63727319,0.597028732
-0.888651431,-1.63743782,0.597035468
-0.856871426,-1.63760257,0.597042203
0.00727340253,-1.6083467,0.584430218
-0.825091362,-1.6377672,0.597048938
-0.793311238,-1.63793194,0.597055674
-1.84189749,-1.63308597,0.771444142
-1.81027198,-1.63363612,0.771204472
-1.82456183,-1.65583491,0.75293678
-1.85858059,-1.65762508,0.750740051
-1.79521298,-1.65291214,0.756139457
-1.77970743,-1.63336313,0.771457911
-1.7481364,-1.6317637,0.772484303
-1.71638608,-1.63133252,0.7728163
-1.68418252,-1.63394976,0.771382511
-1.65308225,-1.63457215,0.771096706
-1.36637557,-1.63548827,0.77137959
-1.39818048,-1.63528454,0.77140981
-1.33458853,-1.63661206,0.77078855
-1.42983997,-1.63553369,0.771167159
-1.3818965,-1.65663576,0.754366934
-1.41370106,-1.65643489,0.754416823
-1.44549501,-1.6569761,0.753680706
-1.46056378,-1.63495624,0.771426141
-1.30163455,-1.63584387,0.771353602
-1.49235356,-1.63585317,0.77078706
-1.26982975,-1.63584995,0.771442294
-1.61944175,-1.63430583,0.771356285
-1.23819768,-1.63639235,0.771207333
0.0508974232,-1.61910117,0.58698225
-1.25451362,-1.65715539,0.754466772
-1.28631651,-1.65705287,0.754413366
-1.2227298,-1.65798736,0.753749013
-1.20766938,-1.63612306,0.771458387
0.0802818164,-1.61672235,0.586262941
-1.17589164,-1.63741314,0.770766854
-1.14326048,-1.63688016,0.771189272
-1.52558696,-1.63464797,0.771422863
-1.11098981,-1.63762391,0.770829976
0.112186253,-1.61696279,0.586286426
0.143862769,-1.6164465,0.586106598
-1.58764207,-1.6343137,0.771443725
-1.55601358,-1.63485944,0.771206737
-1.57233119,-1.65561926,0.754469275
-1.60598433,-1.65328372,0.75667721
-1.54296875,-1.6550281,0.755228937
0.0438715778,-1.66653192,0.751056373
0.0529796593,-1.68059981,0.730241656
-1.94157708,-1.66756141,0.736431718
-1.88968754,-1.64837718,0.760000706
-1.65170765,-1.63362384,0.596957207
-1.6195749,-1.63358557,0.596842647
-1.92746568,-1.67951369,0.661906481
-1.89269638,-1.67962146,0.661642551
-0.316428065,-1.64055645,0.771378934
-0.34821859,-1.64131522,0.770823717
-0.2846286,-1.64059889,0.771445632
-1.84433329,-1.6710422,0.637603402
0.0238673463,-1.62658453,0.589594483
-0.252992719,-1.64114928,0.771205902
-0.301100284,-1.6617924,0.754429221
-0.26931864,-1.66190886,0.754467905
-0.380120397,-1.64066243,0.771129012
-0.237554669,-1.66273952,0.753751457
-0.221062869,-1.6415565,0.771051943
0.121599011,-1.6601758,0.610554516
-0.332868665,-1.66172945,0.754334331
-2.00090218,-1.54987895,0.781327963
-2.03351021,-1.57990253,0.785914063
-2.00104785,-1.58005917,0.785914063
0.128509447,-1.64154804,0.596564412
-0.189255223,-1.64148068,0.771191418
0.101610415,-1.68511546,0.648049951
-0.364432842,-1.66223693,0.753633976
-1.84257984,-1.63249648,0.596835077
-0.284376532,-1.67770028,0.732668877
-0.316094726,-1.67763746,0.732501745
0.0867757946,-1.6906724,0.669649601
-0.347882807,-1.67770064,0.732097328
-0.252679676,-1.67783952,0.732694089
-0.379647255,-1.67823398,0.730786085
-0.20571734,-1.66219664,0.754487991
0.0741151199,-1.69142306,0.691466153
-0.300115973,-1.68721163,0.707399487
-0.331861734,-1.68722475,0.706674576
-0.221200794,-1.67841971,0.731894672
-0.268366128,-1.68744671,0.707045794
-0.236537218,-1.68759787,0.707056105
