X,Y,Z,Matched_Distance,Predicted_Corrosion_Rate
11.7111148834,-2.5639698505,-0.4313447475,0.0000001780,0.0012332711
11.8203630447,-2.5804672241,-0.3181011379,0.0000003072,0.0014741794
11.9599924088,-2.5885052681,-0.2442139089,0.0000003914,0.0009326098
12.1162319183,-2.5908806324,-0.2175707221,0.0000004355,0.0011349665
12.2729444504,-2.5887916088,-0.2411610335,0.0000004265,0.0013758749
12.4139528275,-2.5811777115,-0.3122844994,0.0000000685,0.0009326098
12.5253944397,-2.5653007030,-0.4233583510,0.0000004398,0.0011349665
