X[m],Y[m],Z[m], Total Surface Corrosion Rate [ kg s^-1 m^-2 ],Corrosion_Rate
-18.0286198,12.6049995,-4.57648659,0.00000000643,0.025821232669
-18.0286198,12.6049995,-4.49365044,0.00000000643,0.025821229094
-17.9647236,12.6049995,-4.49365044,0.00000000643,0.025821207681
-17.9647236,12.6049995,-4.57648659,0.00000000643,0.025821214832
-17.9647236,12.2416391,-8.02706337,0.00000000643,0.025821314742
-17.9647236,12.2416391,-7.96315193,0.00000000643,0.025821314742
-18.0286198,12.2416391,-7.96315193,0.00000000643,0.02582131651
-18.0286198,12.2416391,-8.02706337,0.00000000643,0.025821318318
-17.4535313,12.6049995,-10.0718555,0.00000000643,0.025821336155
-17.4535313,12.6049995,-10.0079441,0.00000000643,0.025821336155
-17.3896351,12.6049995,-10.0079441,0.00000000643,0.025821330812
-17.3896351,12.6049995,-10.0718555,0.00000000643,0.025821332579
-20.1725159,12.2416391,-7.13246346,0.00000000643,0.025821161322
-20.1725159,12.2416391,-7.19637537,0.00000000643,0.025821182734
-20.1373196,12.2539244,-7.19637537,0.00000000643,0.025821220175
-20.1373196,12.2539244,-7.13246346,0.00000000643,0.025821204146
-20.0095158,12.6049995,-8.6021595,0.00000000643,0.025821311167
-20.0095158,12.6049995,-8.53824806,0.00000000643,0.025821311167
-19.9456196,12.6049995,-8.53824806,0.00000000643,0.025821311167
-19.9456196,12.6049995,-8.6021595,0.00000000643,0.025821312975
-17.389719,12.2520218,-9.30507851,0.00000000643,0.025821329004
-17.389719,12.2520218,-9.24116707,0.00000000643,0.025821329004
-17.4537582,12.2639217,-9.24116707,0.00000000643,0.025821330812
-17.4537582,12.2639217,-9.30507851,0.00000000643,0.025821332579
-18.6035748,12.2643738,-8.98557568,0.00000000643,0.025821327236
-18.6035748,12.2643738,-9.04948616,0.00000000643,0.025821329004
-18.5442352,12.271101,-9.04948616,0.00000000643,0.025821329004
-18.5442352,12.271101,-8.98557568,0.00000000643,0.025821329004
-19.0510273,12.2416391,-10.346241,0.00000000643,0.025821345073
-19.0510273,12.3274698,-10.346241,0.00000000643,0.025821345073
-18.9871311,12.3274698,-10.346241,0.00000000643,0.025821343305
-18.9871311,12.2416391,-10.346241,0.00000000643,0.025821343305
-19.6232357,12.5761013,-9.24116707,0.00000000643,0.025821304056
-19.6232357,12.5761013,-9.17725563,0.00000000643,0.025821298673
-19.5562363,12.5761013,-9.17725563,0.00000000643,0.025821311167
-19.5562363,12.5761013,-9.24116707,0.00000000643,0.025821314742
-17.6438637,12.5888662,-9.43284798,0.00000000643,0.025821318318
-17.6438637,12.5888662,-9.36896324,0.00000000643,0.025821318318
-17.6121159,12.5962973,-9.36896324,0.00000000643,0.025821318318
-17.6121159,12.5962973,-9.43284798,0.00000000643,0.025821318318
-18.156435,12.2416391,-7.3880558,0.00000000643,0.025821304056
-18.156435,12.2416391,-7.32417107,0.00000000643,0.025821304056
-18.2203312,12.2416391,-7.32417107,0.00000000643,0.025821304056
-18.2203312,12.2416391,-7.3880558,0.00000000643,0.025821304056
-17.5797348,12.271101,-8.66607094,0.00000000643,0.025821318318
-17.5797348,12.271101,-8.6021595,0.00000000643,0.025821318318
-17.6458168,12.2611341,-8.6021595,0.00000000643,0.025821318318
-17.6458168,12.2611341,-8.66607094,0.00000000643,0.025821320085
-19.8154697,12.5880909,-8.6021595,0.00000000643,0.025821311167
-19.8154697,12.5880909,-8.53824806,0.00000000643,0.025821311167
-19.7532349,12.5761013,-8.53824806,0.00000000643,0.025821307592
-19.7532349,12.5761013,-8.6021595,0.00000000643,0.025821307592
-18.7857361,12.271101,-8.3465395,0.00000000643,0.025821311167
-18.7857361,12.271101,-8.41042423,0.00000000643,0.025821311167
-18.7315483,12.2647648,-8.41042423,0.00000000643,0.025821311167
-18.7315483,12.2647648,-8.3465395,0.00000000643,0.025821311167
-17.7422104,12.2502956,-8.02706337,0.00000000643,0.025821309399
-17.7422104,12.2502956,-7.96315193,0.00000000643,0.025821309399
-17.8369198,12.2416391,-7.96315193,0.00000000643,0.025821311167
-17.8369198,12.2416391,-8.02706337,0.00000000643,0.025821311167
-20.0095158,12.6049995,-7.96315193,0.00000000643,0.025821296906
-20.0095158,12.6049995,-7.89924002,0.00000000643,0.025821296906
-19.9456196,12.6049995,-7.89924002,0.00000000643,0.025821304056
-19.9456196,12.6049995,-7.96315193,0.00000000643,0.025821304056
-17.4537582,12.2639217,-8.6021595,0.00000000643,0.02582131651
-17.4537582,12.2639217,-8.66607094,0.00000000643,0.025821318318
-17.389719,12.2520218,-8.66607094,0.00000000643,0.025821311167
-17.389719,12.2520218,-8.6021595,0.00000000643,0.025821309399
-18.3469486,12.258604,-6.74910259,0.00000000643,0.02582129333
-18.3469486,12.258604,-6.68519068,0.00000000643,0.025821295098
-18.411478,12.2614498,-6.68519068,0.00000000643,0.02582129333
