X[m],Y[m],Z[m]
-19.571962356567383,12.071869850158691,-4.8368291854858398
-19.570552825927734,12.071869850158691,-4.7643957138061523
-19.543207168579102,12.071869850158691,-4.8770990371704102
-19.540491104125977,12.071869850158691,-4.7264175415039062
-19.500627517700195,12.071869850158691,-4.9064435958862305
-19.500625610351562,12.071869850158691,-4.699242115020752
-19.431514739990234,12.071869850158691,-4.9050140380859375
-19.431512832641602,12.071869850158691,-4.7006716728210449
-19.394586563110352,12.071869850158691,-4.7283892631530762
-19.391971588134766,12.071869850158691,-4.8750195503234863
-19.36616325378418,12.071869850158691,-4.7644329071044922
-19.364788055419922,12.071869850158691,-4.8368330001831055
