X[m],Y[m],Z[m],CorrosionRateMmYear,TotalPressure[Pa],TotalSurfaceCorrosionRate[kgs^-1m^-2],TotalTemperature[K],WallShear[Pa],DENSITY,API,Sulphur,VR%,Cp,Viscosity,MolecularWeight,ThermalConductivity,case,radius_xyz,theta,phi,sin_theta,cos_theta,sin_phi,cos_phi,radial_distance,pressure_temp_ratio,shear_density,api_sulphur_ratio,thermal_response,flow_resistance,mw_viscosity,log_TotalPressure[Pa],log_WallShear[Pa],log_Viscosity,actual_CR,predicted_CR,error,absolute_error,pct_error
-0.448150218,-22.2239895,2.73619533,0.00954797398,27.95984843530599,2.38396569e-09,370.2309443800627,0.01574437506496906,840.8847866,36.78,1.1896,12.9,816.6003586,0.000684,148.3151525,0.2640446698,161_to_112P_8.2.xlsx,22.39627899446507,-1.5909587503109648,1.448318472941476,-0.9997967452247698,-0.020161057461270428,0.9925089590015965,0.12217187197373687,22.22850755030584,0.07552002029805603,13.239205466656868,30.917955355430774,215.61897204509862,0.5751651940344,0.10144756431000002,3.36591033391632,0.015621718154361992,0.0006837661786164756,0.00954797398,0.007986704,0.0015612700924181756,0.0015612700924181756,16.35184695229612
-0.357773483,-22.0447483,2.72564173,0.00954797491,27.95984843530599,2.38396614e-09,370.2309443800627,0.01556742843240499,840.8847866,36.78,1.1896,12.9,816.6003586,0.000684,148.3151525,0.2640446698,161_to_112P_8.2.xlsx,22.21549126883779,-1.5870243222924698,1.4477953694915446,-0.9998683289707102,-0.01622728323903064,0.9924449146831044,0.12269104009521505,22.047651336944956,0.07552002029805603,13.090413735293643,30.917955355430774,215.61897204509862,0.5751651940344,0.10144756431000002,3.36591033391632,0.015447499078091202,0.0006837661786164756,0.00954797491,0.007986704,0.0015612710224181744,0.0015612710224181744,16.3518550998649
-0.530650735,-22.0456905,2.725389,0.00954797491,27.95984843530599,2.38396591e-09,370.2309443800627,0.01580227911472321,840.8847866,36.78,1.1896,12.9,816.6003586,0.000684,148.3151525,0.2640446698,161_to_112P_8.2.xlsx,22.219851597741766,-1.5948621770453304,1.447831089712357,-0.9997104314019366,-0.024063527300748594,0.9924492966010001,0.12265558966545317,22.05207608875741,0.07552002029805603,13.287896101177662,30.917955355430774,215.61897204509862,0.5751651940344,0.10144756431000002,3.36591033391632,0.015678723047309637,0.0006837661786164756,0.00954797491,0.007986704,0.0015612710224181744,0.0015612710224181744,16.3518550998649
-0.310253382,-22.4918537,2.72657275,0.00954797491,27.95984843530599,2.38396591e-09,370.2309443800627,0.01566809788346291,840.8847866,36.78,1.1896,12.9,816.6003586,0.000684,148.3151525,0.2640446698,161_to_112P_8.2.xlsx,22.658639389519593,-1.5845894854436386,1.4501714273914739,-0.9999048758953828,-0.013792721292013001,0.9927336339263031,0.12033258939903574,22.493993420983436,0.07552002029805603,13.17506514516362,30.917955355430774,215.61897204509862,0.5751651940344,0.10144756431000002,3.36591033391632,0.01554662047473488,0.0006837661786164756,0.00954797491,0.007986704,0.0015612710224181744,0.0015612710224181744,16.3518550998649
-0.476649076,-22.4602757,2.7403791,0.00954797398,27.95984843530599,2.38396569e-09,370.2309443800627,0.01571806147694588,840.8847866,36.78,1.1896,12.9,816.6003586,0.000684,148.3151525,0.2640446698,161_to_112P_8.2.xlsx,22.631854905715947,-1.5920150128829278,1.4494134323595211,-0.9997748921264483,-0.021217093899701032,0.9926421372393391,0.12108504192061438,22.465332823300486,0.07552002029805603,13.217078770807317,30.917955355430774,215.61897204509862,0.5751651940344,0.10144756431000002,3.36591033391632,0.015595812100130987,0.0006837661786164756,0.00954797398,0.007986704,0.0015612700924181756,0.0015612700924181756,16.35184695229612
-0.41967079,-22.6497421,2.74530387,0.00954797491,27.95984843530599,2.38396614e-09,370.2309443800627,0.01572208292782307,840.8847866,36.78,1.1896,12.9,816.6003586,0.000684,148.3151525,0.2640446698,161_to_112P_8.2.xlsx,22.819369713187275,-1.5893229295179159,1.450198353629959,-0.9998283874044769,-0.01852554291143392,0.9927368736704253,0.12030585877283777,22.653629748199112,0.07552002029805603,13.220460347670006,30.917955355430774,215.61897204509862,0.5751651940344,0.10144756431000002,3.36591033391632,0.015599771311913103,0.0006837661786164756,0.00954797491,0.007986704,0.0015612710224181744,0.0015612710224181744,16.3518550998649
-0.875279129,-23.5711269,2.55371881,0.00954797398,29.18879438782153,2.38396614e-09,370.2309443800627,0.01370301190763712,840.8847866,36.78,1.1896,12.9,816.6003586,0.000684,148.3151525,0.2640446698,161_to_112P_8.2.xlsx,23.72521057124919,-1.6079128023057845,1.4629500408504645,-0.9993112626971938,-0.037107953952489635,0.9941902236194726,0.10763735067095899,23.587372403249297,0.07883942395984386,11.522654243730697,30.917955355430774,215.61897204509862,0.5751651940344,0.10144756431000002,3.407470808765065,0.013609974603970315,0.0006837661786164756,0.00954797398,0.007986704,0.0015612700924181756,0.0015612700924181756,16.35184695229612
-0.918571174,-23.4271965,2.48826623,0.00954797491,29.18879438782153,2.38396614e-09,370.2309443800627,0.01678406447172165,840.8847866,36.78,1.1896,12.9,816.6003586,0.000684,148.3151525,0.2640446698,161_to_112P_8.2.xlsx,23.57686954798441,-1.6099858590417466,1.4650609688925464,-0.9992321885569947,-0.03917950167624157,0.9944152230890888,0.10553844839051658,23.44519799130125,0.07883942395984386,14.113464471584301,30.917955355430774,215.61897204509862,0.5751651940344,0.10144756431000002,3.407470808765065,0.016644768535561683,0.0006837661786164756,0.00954797491,0.007986704,0.0015612710224181744,0.0015612710224181744,16.3518550998649
-0.965225041,-23.575182,2.38903856,0.00954797491,29.18879438782153,2.38396614e-09,370.2309443800627,0.01411359291523695,840.8847866,36.78,1.1896,12.9,816.6003586,0.000684,148.3151525,0.2640446698,161_to_112P_8.2.xlsx,23.715572330307875,-1.6117158943741168,1.4698880400890202,-0.999162911306888,-0.04090814917279823,0.994913077493753,0.10073712439765886,23.594933051672292,0.07883942395984386,11.867905566688295,30.917955355430774,215.61897204509862,0.5751651940344,0.10144756431000002,3.407470808765065,0.014014923465947314,0.0006837661786164756,0.00954797491,0.007986704,0.0015612710224181744,0.0015612710224181744,16.3518550998649
-0.81384021,-23.1167355,2.61144114,0.00954797491,29.18879438782153,2.38396614e-09,370.2309443800627,0.01637553051114082,840.8847866,36.78,1.1896,12.9,816.6003586,0.000684,148.3151525,0.2640446698,161_to_112P_8.2.xlsx,23.278002940373938,-1.6059874646020347,1.4583747371417104,-0.9993808558103914,-0.03518387471114632,0.9936873458932739,0.11218493041215918,23.13105695951599,0.07883942395984386,13.769934479322437,30.917955355430774,215.61897204509862,0.5751651940344,0.10144756431000002,3.407470808765065,0.01624289750970897,0.0006837661786164756,0.00954797491,0.007986704,0.0015612710224181744,0.0015612710224181744,16.3518550998649
